Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
12275,ALD-NDLS-DUR,2,NDLS,NEW DELHI,06:25:00,06:25:00,629,ALD,ALLAHABAD JN.,NDLS,NEW DELHI
12276,NDLS-ALD-DUR,2,ALD,ALLAHABAD JN,05:50:00,05:50:00,629,NDLS,NEW DELHI,ALD,ALLAHABAD JN.
12277,HWH-PURI SHA,8,PURI,PURI,21:55:00,21:55:00,504,HWH,HOWRAH JN.,PURI,PURI
12278,PURI-HWH SHA,8,HWH,HOWRAH JN.,13:40:00,13:40:00,503,PURI,PURI,HWH,HOWRAH JN.
12279,TAJ EXPRESS,11,NZM,HAZRAT NIZAM,22:05:00,22:05:00,385,JHS,JHANSI JN,NZM,HAZRAT NIZAMUDDIN JN
12280,TAJ EXPRESS,11,JHS,JHANSI JN,14:10:00,14:10:00,388,NZM,HAZRAT NIZAMUDDIN JN,JHS,JHANSI JN
12281,BBS-NDLS DUR,6,NDLS,NEW DELHI,06:25:00,06:25:00,1714,BBS,BHUBANESWAR,NDLS,NEW DELHI
12282,NDLS-BBS DUR,6,BBS,BHUBANESWAR,10:45:00,10:45:00,1717,NDLS,NEW DELHI,BBS,BHUBANESWAR
12283,ERS-NZM DURO,11,NZM,HAZRAT NIZAM,19:40:00,00:00:00,2636,ERS,ERNAKULAM. JN,NZM,HAZRAT NIZAMUDDIN JN
12284,NZM-ERS DURO,11,ERS,ERNAKULAM. J,15:40:00,15:40:00,2634,NZM,HAZRAT NIZAMUDDIN JN,ERS,ERNAKULAM. JN
12285,SC-NZM DORON,6,NZM,HAZRAT NIZAM,10:35:00,10:35:00,1651,SC,SECUNDERABAD JN.,NZM,HAZRAT NIZAMUDDIN JN
12286,NZM-SC DURON,6,SC,SECUNDERABAD,14:00:00,14:00:00,1652,NZM,HAZRAT NIZAMUDDIN JN,SC,SECUNDERABAD JN.
12289,CSMT-NGP DUR,4,NGP,NAGPUR JN.(C,07:20:00,07:20:00,841,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
12290,NGP-CSMT DUR,4,CSMT,CST-MUMBAI,08:05:00,08:05:00,841,NGP,NAGPUR JN.(CR),CSMT,CST-MUMBAI
12291,YPR-MAS EXP,7,MAS,CHENNAI CENT,05:15:00,05:15:00,364,YPR,YESVANTPUR JN.,MAS,CHENNAI CENTRAL
12292,MAS-YPR EXP,7,YPR,YESVANTPUR J,06:00:00,06:00:00,363,MAS,CHENNAI CENTRAL,YPR,YESVANTPUR JN.
12293,LTT-ALD DURA,5,ALD,ALLAHABAD JN,12:35:00,12:35:00,1353,LTT,LOKMANYA TILAK TERMINUS,ALD,ALLAHABAD JN.
12294,ALD-LTT DURA,5,LTT,LOKMANYA TIL,14:55:00,14:55:00,1352,ALD,ALLAHABAD JN.,LTT,LOKMANYA TILAK TERMINUS
12295,SBC-PPTA SAN,36,DNR,DANAPUR,09:05:00,00:00:00,2703,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),DNR,DANAPUR
12296,PNBE-SBC SAN,37,SBC,KRANTIVIRA S,20:20:00,20:20:00,2697,DNR,DANAPUR,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12297,ADI-PUNE DUR,4,PUNE,PUNE JN.,07:10:00,07:10:00,623,ADI,AHMEDABAD,PUNE,PUNE JN.
12298,PUNE-ADI DOR,4,ADI,AHMEDABAD,06:20:00,06:20:00,622,PUNE,PUNE JN.,ADI,AHMEDABAD
12301,KOLKATA RAJD,8,NDLS,NEW DELHI,10:00:00,10:00:00,1438,HWH,HOWRAH JN.,NDLS,NEW DELHI
12302,KOLKATA RAJD,8,HWH,HOWRAH JN.,09:50:00,09:50:00,1439,NDLS,NEW DELHI,HWH,HOWRAH JN.
12303,POORVA EXPRE,25,NDLS,NEW DELHI,06:05:00,06:05:00,1516,HWH,HOWRAH JN.,NDLS,NEW DELHI
12304,POORVA EXPRE,25,HWH,HOWRAH JN.,16:55:00,16:55:00,1517,NDLS,NEW DELHI,HWH,HOWRAH JN.
12305,KOLKATA RAJD,9,NDLS,NEW DELHI,10:00:00,10:00:00,1516,HWH,HOWRAH JN.,NDLS,NEW DELHI
12306,KOLKATA RAJD,9,HWH,HOWRAH JN.,12:15:00,12:15:00,1517,NDLS,NEW DELHI,HWH,HOWRAH JN.
12307,HWH-JU EXP,28,JU,JODHPUR JN.,06:50:00,06:50:00,1803,HWH,HOWRAH JN.,JU,JODHPUR JN.
12308,JU-HWH SUPFA,28,HWH,HOWRAH JN.,04:00:00,04:00:00,1805,JU,JODHPUR JN.,HWH,HOWRAH JN.
12309,PATNA RAJDHA,6,NDLS,NEW DELHI,07:40:00,07:40:00,987,RJPB,RAJENDRANAGAR TERMINAL,NDLS,NEW DELHI
12310,PATNA RAJDHA,6,RJPB,RAJENDRANAGA,05:30:00,00:00:00,987,NDLS,NEW DELHI,RJPB,RAJENDRANAGAR TERMINAL
12311,HWH DLIKLK M,39,KLK,KALKA,04:30:00,04:30:00,1699,HWH,HOWRAH JN.,KLK,KALKA
12312,KLK DLI HWH,40,HWH,HOWRAH JN.,07:55:00,07:55:00,1700,KLK,KALKA,HWH,HOWRAH JN.
12313,SDAH RAJDHAN,8,NDLS,NEW DELHI,10:25:00,10:25:00,1448,SDAH,SEALDAH,NDLS,NEW DELHI
12314,SDAH RAJDHAN,8,SDAH,SEALDAH,10:10:00,10:10:00,1449,NDLS,NEW DELHI,SDAH,SEALDAH
12315,ANNANYA  EXP,23,UDZ,UDAIPUR CITY,02:45:00,02:45:00,2119,KOAA,KOLKATA,UDZ,UDAIPUR CITY
12316,ANANYA EXPRE,23,KOAA,KOLKATA,15:10:00,15:10:00,2120,UDZ,UDAIPUR CITY,KOAA,KOLKATA
12317,AKAL TAKHT E,23,ASR,AMRITSAR JN.,17:20:00,17:20:00,1884,KOAA,KOLKATA,ASR,AMRITSAR JN.
12318,AKAL TAKHAT,23,KOAA,KOLKATA,15:15:00,15:15:00,1885,ASR,AMRITSAR JN.,KOAA,KOLKATA
12319,KOAA-AGC WEE,12,AGC,AGRA CANTT,12:00:00,12:00:00,1416,KOAA,KOLKATA,AGC,AGRA CANTT
12320,AGC-KOAA WEE,11,KOAA,KOLKATA,17:20:00,17:20:00,1417,AGC,AGRA CANTT,KOAA,KOLKATA
12321,HWH MUMBAI M,48,CSMT,CST-MUMBAI,11:25:00,11:25:00,2165,HWH,HOWRAH JN.,CSMT,CST-MUMBAI
12322,KOLKATA MAIL,49,HWH,HOWRAH JN.,11:45:00,00:00:00,2167,CSMT,CST-MUMBAI,HWH,HOWRAH JN.
12323,HWH ANVT BI-,9,ANVT,ANAND VIHAR,17:05:00,17:05:00,1425,HWH,HOWRAH JN.,ANVT,ANAND VIHAR TERMINAL
12324,ANVT HWH BI-,9,HWH,HOWRAH JN.,06:00:00,06:00:00,1426,ANVT,ANAND VIHAR TERMINAL,HWH,HOWRAH JN.
12325,KOAA-NANGALD,18,NLDM,NANGAL DAM,16:00:00,16:00:00,1792,KOAA,KOLKATA,NLDM,NANGAL DAM
12326,NLDM-KOAA WK,18,KOAA,KOLKATA,15:15:00,15:15:00,1793,NLDM,NANGAL DAM,KOAA,KOLKATA
12327,UPASANA EXPR,20,DDN,DEHRA DUN,18:10:00,18:10:00,1577,HWH,HOWRAH JN.,DDN,DEHRA DUN
12328,UPASANA EXPR,20,HWH,HOWRAH JN.,03:15:00,03:15:00,1577,DDN,DEHRA DUN,HWH,HOWRAH JN.
12329,SAMPARK KRAN,8,ANVT,ANAND VIHAR,11:50:00,11:50:00,1435,SDAH,SEALDAH,ANVT,ANAND VIHAR TERMINAL
12330,SAMPARKRANTI,8,SDAH,SEALDAH,17:25:00,17:25:00,1436,ANVT,ANAND VIHAR TERMINAL,SDAH,SEALDAH
12331,HIMGIRI EXPR,32,JAT,JAMMU TAWI,12:35:00,12:35:00,2010,HWH,HOWRAH JN.,JAT,JAMMU TAWI
12332,HIMGIRI EXPR,32,HWH,HOWRAH JN.,11:30:00,11:30:00,2011,JAT,JAMMU TAWI,HWH,HOWRAH JN.
12333,VIBHUTI EXPR,31,ALY,ALLAHABAD CI,12:00:00,12:00:00,878,HWH,HOWRAH JN.,ALY,ALLAHABAD CITY
12334,VIBHUTI EXPR,31,HWH,HOWRAH JN.,07:30:00,07:30:00,879,ALY,ALLAHABAD CITY,HWH,HOWRAH JN.
12335,BGP-LT(T) EX,39,LTT,LOKMANYA TIL,20:00:00,20:00:00,1917,BGP,BHAGALPUR,LTT,LOKMANYA TILAK TERMINUS
12336,LTT-BGP EXP,38,BGP,BHAGALPUR,18:30:00,18:30:00,1918,LTT,LOKMANYA TILAK TERMINUS,BGP,BHAGALPUR
12337,SHANTINIKETA,4,BHP,BOLPUR,12:25:00,12:25:00,146,HWH,HOWRAH JN.,BHP,BOLPUR
12338,SHANTINIKETA,4,HWH,HOWRAH JN.,15:40:00,15:40:00,146,BHP,BOLPUR,HWH,HOWRAH JN.
12339,COALFIELD EX,13,DHN,DHANBAD JN.,21:40:00,21:40:00,258,HWH,HOWRAH JN.,DHN,DHANBAD JN.
12340,COALFIELD EX,13,HWH,HOWRAH JN.,10:25:00,10:25:00,259,DHN,DHANBAD JN.,HWH,HOWRAH JN.
12341,AGNIVEENA EX,7,ASN,ASANSOL MAIN,21:35:00,21:35:00,199,HWH,HOWRAH JN.,ASN,ASANSOL MAIN
12342,AGNIVEENA EX,7,HWH,HOWRAH JN.,08:45:00,08:45:00,200,ASN,ASANSOL MAIN,HWH,HOWRAH JN.
12343,DARJEELING M,6,NJP,NEW JALPAIGU,08:00:00,00:00:00,571,SDAH,SEALDAH,NJP,NEW JALPAIGURI JN
12344,DARJEELING M,6,SDAH,SEALDAH,06:00:00,06:00:00,571,NJP,NEW JALPAIGURI JN,SDAH,SEALDAH
12345,SARAIGHAT EX,13,GHY,GUWAHATI,09:50:00,09:50:00,1023,HWH,HOWRAH JN.,GHY,GUWAHATI
12346,SARAIGHAT EX,13,HWH,HOWRAH JN.,05:10:00,05:10:00,1023,GHY,GUWAHATI,HWH,HOWRAH JN.
12347,HWH RPH EXP,9,RPH,RAMPUR HAT,15:35:00,15:35:00,206,HWH,HOWRAH JN.,RPH,RAMPUR HAT
12348,RPH HWH EXP,9,HWH,HOWRAH JN.,20:15:00,20:15:00,206,RPH,RAMPUR HAT,HWH,HOWRAH JN.
12349,BGP NDLS EXP,13,NDLS,NEW DELHI,13:00:00,13:00:00,1206,BGP,BHAGALPUR,NDLS,NEW DELHI
12350,NDLS BGP  EX,13,BGP,BHAGALPUR,20:00:00,20:00:00,1206,NDLS,NEW DELHI,BGP,BHAGALPUR
12351,DANAPUR EXPR,23,RJPB,RAJENDRANAGA,06:15:00,06:15:00,528,HWH,HOWRAH JN.,RJPB,RAJENDRANAGAR TERMINAL
12352,DANAPUR EXP,23,HWH,HOWRAH JN.,06:35:00,06:35:00,529,RJPB,RAJENDRANAGAR TERMINAL,HWH,HOWRAH JN.
12353,HWH LKU EXP,18,LKU,LALKUA JN.,07:20:00,07:20:00,1299,HWH,HOWRAH JN.,LKU,LALKUA JN.
12354,LKU  HWH  EX,18,HWH,HOWRAH JN.,18:55:00,18:55:00,1300,LKU,LALKUA JN.,HWH,HOWRAH JN.
12355,ARCHNA EXPRE,19,JAT,JAMMU TAWI,10:30:00,10:30:00,1506,RJPB,RAJENDRANAGAR TERMINAL,JAT,JAMMU TAWI
12356,ARCHNA EXPRE,19,RJPB,RAJENDRANAGA,23:05:00,23:05:00,1506,JAT,JAMMU TAWI,RJPB,RAJENDRANAGAR TERMINAL
12357,DURGIANA EXP,15,ASR,AMRITSAR JN.,17:20:00,17:20:00,1807,KOAA,KOLKATA,ASR,AMRITSAR JN.
12358,ASR KOAA SUP,15,KOAA,KOLKATA,11:35:00,11:35:00,1807,ASR,AMRITSAR JN.,KOAA,KOLKATA
12359,PNBE GARIB R,13,PNBE,PATNA JN.,05:30:00,05:30:00,534,KOAA,KOLKATA,PNBE,PATNA JN.
12360,KOL GARIB RA,13,KOAA,KOLKATA,05:15:00,05:15:00,534,PNBE,PATNA JN.,KOAA,KOLKATA
12361,ASN CSMT EXP,21,CSMT,CST-MUMBAI,06:15:00,06:15:00,2043,ASN,ASANSOL MAIN,CSMT,CST-MUMBAI
12362,CSMT- ASANSO,21,ASN,ASANSOL MAIN,23:15:00,23:15:00,2044,CSMT,CST-MUMBAI,ASN,ASANSOL MAIN
12363,KOAA HDB SF,11,HDB,HALDIBARI,20:20:00,20:20:00,621,KOAA,KOLKATA,HDB,HALDIBARI
12364,HDB KOA SF E,11,KOAA,KOLKATA,19:40:00,19:40:00,620,HDB,HALDIBARI,KOAA,KOLKATA
12365,PNBE-RNC JAN,12,RNC,RANCHI,13:55:00,13:55:00,410,PNBE,PATNA JN.,RNC,RANCHI
12366,RNC-PNBE JAN,12,PNBE,PATNA JN.,22:15:00,22:15:00,407,RNC,RANCHI,PNBE,PATNA JN.
12367,VIKRAMSHILA,21,ANVT,ANAND VIHAR,08:00:00,08:00:00,1193,BGP,BHAGALPUR,ANVT,ANAND VIHAR TERMINAL
12368,VIKRAMSHILA,21,BGP,BHAGALPUR,12:25:00,12:25:00,1193,ANVT,ANAND VIHAR TERMINAL,BGP,BHAGALPUR
12369,KUMBHA EXPRE,20,HW,HARIDWAR JN,16:40:00,16:40:00,1525,HWH,HOWRAH JN.,HW,HARIDWAR JN
12370,HW HWH S F E,20,HWH,HOWRAH JN.,03:15:00,03:15:00,1526,HW,HARIDWAR JN,HWH,HOWRAH JN.
12371,HWH JSM SF E,29,JSM,JAISALMER,23:45:00,23:45:00,2245,HWH,HOWRAH JN.,JSM,JAISALMER
12372,JSM HWH SF E,29,HWH,HOWRAH JN.,16:30:00,16:30:00,2246,JSM,JAISALMER,HWH,HOWRAH JN.
12373,SDAH RPH INT,7,RPH,RAMPUR HAT,12:45:00,12:45:00,217,SDAH,SEALDAH,RPH,RAMPUR HAT
12374,RPH SDAH INT,7,SDAH,SEALDAH,14:40:00,14:40:00,216,RPH,RAMPUR HAT,SDAH,SEALDAH
12375,MAS ASN  EXP,27,ASN,ASANSOL MAIN,21:55:00,00:00:00,1729,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12376,ASN MAS  EXP,27,MAS,CHENNAI CENT,22:45:00,22:45:00,1727,ASN,ASANSOL MAIN,MAS,CHENNAI CENTRAL
12377,PADATIK EXP,10,NOQ,NEW ALIPURDU,12:10:00,12:10:00,718,SDAH,SEALDAH,NOQ,NEW ALIPURDUAR
12378,PADATIK EXP,10,SDAH,SEALDAH,06:45:00,06:45:00,718,NOQ,NEW ALIPURDUAR,SDAH,SEALDAH
12379,JALIANWALA B,15,ASR,AMRITSAR JN.,19:45:00,19:45:00,1889,SDAH,SEALDAH,ASR,AMRITSAR JN.
12380,JALIANWALA B,15,SDAH,SEALDAH,17:25:00,17:25:00,1890,ASR,AMRITSAR JN.,SDAH,SEALDAH
12381,POORVA EXPRE,22,NDLS,NEW DELHI,06:05:00,06:05:00,1438,HWH,HOWRAH JN.,NDLS,NEW DELHI
12382,POORVA EXPRE,22,HWH,HOWRAH JN.,16:55:00,16:55:00,1439,NDLS,NEW DELHI,HWH,HOWRAH JN.
12383,SDAH-ASN INT,9,ASN,ASANSOL MAIN,20:55:00,20:55:00,221,SDAH,SEALDAH,ASN,ASANSOL MAIN
12384,INTERCITY EX,9,SDAH,SEALDAH,10:40:00,10:40:00,222,ASN,ASANSOL MAIN,SDAH,SEALDAH
12389,GAYA-CHENNAI,17,MS,CHENNAI EGMO,20:45:00,20:45:00,2348,GAYA,GAYA JN.,MS,CHENNAI EGMORE
12390,CHENNAI-EGMO,17,GAYA,GAYA JN.,21:40:00,21:40:00,2353,MS,CHENNAI EGMORE,GAYA,GAYA JN.
12391,SHRAMJEEVI E,33,NDLS,NEW DELHI,05:10:00,05:10:00,1092,RGD,RAJGIR,NDLS,NEW DELHI
12392,SHRAMJEEVI E,33,RGD,RAJGIR,10:10:00,10:10:00,1092,NDLS,NEW DELHI,RGD,RAJGIR
12393,SAMPOORNA KR,5,NDLS,NEW DELHI,07:50:00,07:50:00,987,RJPB,RAJENDRANAGAR TERMINAL,NDLS,NEW DELHI
12394,SAMPOORNKRAN,5,RJPB,RAJENDRANAGA,07:35:00,07:35:00,987,NDLS,NEW DELHI,RJPB,RAJENDRANAGAR TERMINAL
12395,ZIYARAT EXPR,15,AII,AJMER JN.,15:10:00,15:10:00,1287,RJPB,RAJENDRANAGAR TERMINAL,AII,AJMER JN.
12396,ZIYARAT EXPR,15,RJPB,RAJENDRANAGA,23:05:00,23:05:00,1287,AII,AJMER JN.,RJPB,RAJENDRANAGAR TERMINAL
12397,MAHABODHI EX,15,NDLS,NEW DELHI,04:35:00,04:35:00,981,GAYA,GAYA JN.,NDLS,NEW DELHI
12398,MAHABODHI EX,15,GAYA,GAYA JN.,03:15:00,03:15:00,981,NDLS,NEW DELHI,GAYA,GAYA JN.
12401,MAGADH EXPRE,28,NDLS,NEW DELHI,11:50:00,11:50:00,1049,IPR,ISLAMPUR,NDLS,NEW DELHI
12402,MAGADH EXPRE,28,IPR,ISLAMPUR,14:45:00,14:45:00,1049,NDLS,NEW DELHI,IPR,ISLAMPUR
12405,GONDWANA EXP,29,NZM,HAZRAT NIZAM,07:30:00,07:30:00,1461,BSL,BHUSAVAL JN.,NZM,HAZRAT NIZAMUDDIN JN
12406,NZM BSL EXPR,29,BSL,BHUSAVAL JN.,15:50:00,15:50:00,1464,NZM,HAZRAT NIZAMUDDIN JN,BSL,BHUSAVAL JN.
12407,KARMABHOOMI,19,ASR,AMRITSAR JN.,17:35:00,17:35:00,1821,NJP,NEW JALPAIGURI JN,ASR,AMRITSAR JN.
12408,KARMABHOOMI,19,NJP,NEW JALPAIGU,18:35:00,18:35:00,1824,ASR,AMRITSAR JN.,NJP,NEW JALPAIGURI JN
12409,GONDWANA EXP,35,NZM,HAZRAT NIZAM,07:30:00,07:30:00,1613,RIG,RAIGARH,NZM,HAZRAT NIZAMUDDIN JN
12410,GONDWANA EXP,35,RIG,RAIGARH,19:05:00,19:05:00,1608,NZM,HAZRAT NIZAMUDDIN JN,RIG,RAIGARH
12411,CDG-ASR INTE,9,ASR,AMRITSAR JN.,11:30:00,11:30:00,247,CDG,CHANDIGARH,ASR,AMRITSAR JN.
12412,ASR-CDG INTE,9,CDG,CHANDIGARH,21:55:00,21:55:00,247,ASR,AMRITSAR JN.,CDG,CHANDIGARH
12413,AII-JAT POOJ,21,JAT,JAMMU TAWI,08:20:00,08:20:00,1016,AII,AJMER JN.,JAT,JAMMU TAWI
12414,JAT-AII POOJ,22,AII,AJMER JN.,12:20:00,12:20:00,1017,JAT,JAMMU TAWI,AII,AJMER JN.
12415,IND NZM EXPR,23,DEE,DELHI-SARAI,06:50:00,06:50:00,815,INDB,INDORE BG,DEE,DELHI-SARAI ROHILLA
12416,INTERCITY  E,22,INDB,INDORE BG,11:40:00,11:40:00,817,DEE,DELHI-SARAI ROHILLA,INDB,INDORE BG
12417,PRAYAG RAJ E,6,NDLS,NEW DELHI,07:00:00,07:00:00,624,ALD,ALLAHABAD JN.,NDLS,NEW DELHI
12418,PRAYAG RAJ E,7,ALD,ALLAHABAD JN,06:50:00,06:50:00,624,NDLS,NEW DELHI,ALD,ALLAHABAD JN.
12419,GOMTI EXP,16,NDLS,NEW DELHI,15:05:00,15:05:00,504,LKO,LUCKNOW JN.,NDLS,NEW DELHI
12420,GOMTI EXPRES,16,LKO,LUCKNOW JN.,21:25:00,21:25:00,504,NDLS,NEW DELHI,LKO,LUCKNOW JN.
12421,NED-ASR SUPE,23,ASR,AMRITSAR JN.,22:05:00,00:00:00,1927,NED,NANDED,ASR,AMRITSAR JN.
12422,ASR-NED SUPE,23,NED,NANDED,23:45:00,23:45:00,1929,ASR,AMRITSAR JN.,NED,NANDED
12423,DBRT-NDLS RA,22,NDLS,NEW DELHI,10:20:00,10:20:00,2422,DBRT,DIBRUGARH TOWN,NDLS,NEW DELHI
12424,NDLS-DBRT RA,22,DBRT,DIBRUGARH TO,08:00:00,08:00:00,2423,NDLS,NEW DELHI,DBRT,DIBRUGARH TOWN
12425,NDLS-JAT RAJ,5,JAT,JAMMU TAWI,05:45:00,05:45:00,576,NDLS,NEW DELHI,JAT,JAMMU TAWI
12426,JAT-NDLS RAJ,5,NDLS,NEW DELHI,05:00:00,05:00:00,576,JAT,JAMMU TAWI,NDLS,NEW DELHI
12427,REWA-ANVT EX,12,ANVT,ANAND VIHAR,06:35:00,06:35:00,844,REWA,REWA,ANVT,ANAND VIHAR TERMINAL
12428,ANVT-REWA EX,13,REWA,REWA,11:00:00,11:00:00,844,ANVT,ANAND VIHAR TERMINAL,REWA,REWA
12431,TVC-NZM RAJD,19,NZM,HAZRAT NIZAM,12:40:00,12:40:00,2841,TVC,TRIVANDRUM CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12432,NZM-TVC RAJD,19,TVC,TRIVANDRUM C,04:55:00,04:55:00,2840,NZM,HAZRAT NIZAMUDDIN JN,TVC,TRIVANDRUM CENTRAL
12433,MAS-NZM RAJD,10,NZM,HAZRAT NIZAM,10:25:00,10:25:00,2156,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12434,NZM-MAS RAJD,10,MAS,CHENNAI CENT,20:15:00,20:15:00,2155,NZM,HAZRAT NIZAMUDDIN JN,MAS,CHENNAI CENTRAL
12435,DBRT - NDLS,26,NDLS,NEW DELHI,13:55:00,13:55:00,2452,DBRT,DIBRUGARH TOWN,NDLS,NEW DELHI
12436,NDLS - DBRT,26,DBRT,DIBRUGARH TO,07:25:00,07:25:00,2454,NDLS,NEW DELHI,DBRT,DIBRUGARH TOWN
12437,RAJDHANI EXP,7,NZM,HAZRAT NIZAM,10:25:00,10:25:00,1651,SC,SECUNDERABAD JN.,NZM,HAZRAT NIZAMUDDIN JN
12438,NZM SC RAJDH,7,SC,SECUNDERABAD,14:00:00,14:00:00,1652,NZM,HAZRAT NIZAMUDDIN JN,SC,SECUNDERABAD JN.
12439,RNC NDLS RAJ,8,NDLS,NEW DELHI,10:50:00,10:50:00,1297,RNC,RANCHI,NDLS,NEW DELHI
12440,NDLS RNC RAJ,8,RNC,RANCHI,09:00:00,09:00:00,1300,NDLS,NEW DELHI,RNC,RANCHI
12441,BSP-NDLS,10,NDLS,NEW DELHI,10:55:00,10:55:00,1487,BSP,BILASPUR JN.,NDLS,NEW DELHI
12442,NDLS-BSP,10,BSP,BILASPUR JN.,12:00:00,12:00:00,1483,NDLS,NEW DELHI,BSP,BILASPUR JN.
12443,HLZ-ANVT EXP,14,ANVT,ANAND VIHAR,11:50:00,11:50:00,1572,HLZ,HALDIA,ANVT,ANAND VIHAR TERMINAL
12444,ANVT-HLZ EXP,14,HLZ,HALDIA,20:30:00,20:30:00,1572,ANVT,ANAND VIHAR TERMINAL,HLZ,HALDIA
12445,UTTAR SMPRK,11,SVDK,SHRI MATA VA,08:40:00,08:40:00,654,NDLS,NEW DELHI,SVDK,SHRI MATA VAISHNO DEVI KATRA
12446,UTTAR SMPRK,11,NDLS,NEW DELHI,06:45:00,06:45:00,654,SVDK,SHRI MATA VAISHNO DEVI KATRA,NDLS,NEW DELHI
12447,U S KRANTI E,12,NZM,HAZRAT NIZAM,05:25:00,05:25:00,676,MKP,MANIKPUR JN.,NZM,HAZRAT NIZAMUDDIN JN
12448,U P S KRANTI,12,MKP,MANIKPUR JN.,08:35:00,08:35:00,679,NZM,HAZRAT NIZAMUDDIN JN,MKP,MANIKPUR JN.
12449,GOA SMPRK K,14,CDG,CHANDIGARH,23:45:00,00:00:00,2159,MAO,MADGOAN JN.,CDG,CHANDIGARH
12450,GOA SMPRK KR,14,MAO,MADGOAN JN.,14:45:00,14:45:00,2157,CDG,CHANDIGARH,MAO,MADGOAN JN.
12451,SHRAM SHKTI,3,NDLS,NEW DELHI,06:35:00,06:35:00,430,CNB,KANPUR CENTRAL JN.,NDLS,NEW DELHI
12452,SHRAM SHKTI,3,CNB,KANPUR CENTR,06:30:00,06:30:00,430,NDLS,NEW DELHI,CNB,KANPUR CENTRAL JN.
12453,RNC-NDLS,7,NDLS,NEW DELHI,10:50:00,10:50:00,1333,RNC,RANCHI,NDLS,NEW DELHI
12454,NDLS-RNC,7,RNC,RANCHI,10:30:00,10:30:00,1336,NDLS,NEW DELHI,RNC,RANCHI
12455,DEE- BKN EXP,21,BKN,BIKANER JN.,13:15:00,00:00:00,790,DEE,DELHI-SARAI ROHILLA,BKN,BIKANER JN.
